学校,年份,录取批次,招生类型,最低分/位次,省控线,专业组,选科要求
衡阳师范学院,2021,本科批,普通类,539/14843,466,（108）,首选历史，再选化学/地理(2选1)
衡阳师范学院,2021,本科批,普通类,537/15576,466,（109）,首选历史，再选思想政治
衡阳师范学院,2021,本科批,普通类,533/17187,466,（107）,首选历史，再选不限
衡阳师范学院,2021,本科批,地方专项,536/15967,466,（411）,首选历史，再选不限
衡阳师范学院,2021,本科批,定向西藏就业,533/17187,466,（610）,首选历史，再选不限
衡阳师范学院,2020,本科一批,普通类,522/62091,507,,
衡阳师范学院,2020,地方专项计划本科批,普通类,521/62875,507,,
衡阳师范学院,2020,地方专项计划本科批,普通类,560/15474,550,,
衡阳师范学院,2020,本科一批,普通类,558/16250,550,,
衡阳师范学院,2020,本科一批,普通类,708/-,413,,
衡阳师范学院,2020,本科一批,普通类,654/-,363,,
长沙学院,2024,本科批,普通类,500/88626,422,（118）,首选物理，再选化学
长沙学院,2024,本科批,普通类,498/90933,422,（123）,首选物理，再选思想政治
长沙学院,2024,本科批,普通类,497/92109,422,（116）,首选物理，再选不限
长沙学院,2024,本科批,普通类,497/92109,422,（115）,首选物理，再选不限
长沙学院,2024,本科批,普通类,496/93327,422,（124）,首选物理，再选地理
长沙学院,2024,本科批,普通类,490/100515,422,（119）,首选物理，再选化学
长沙学院,2024,本科批,普通类,489/101735,422,（122）,首选物理，再选化学、生物(2科必选)
长沙学院,2024,本科批,楚怡工匠计划,466/131749,-,（U20）,首选物理，再选化学
长沙学院,2024,本科批,楚怡工匠计划,465/133113,-,（U21）,首选物理，再选化学
长沙学院,2024,本科批,普通类,510/20948,438,（111）,首选历史，再选不限
长沙学院,2024,本科批,普通类,509/21287,438,（113）,首选历史，再选思想政治
长沙学院,2024,本科批,普通类,508/21668,438,（114）,首选历史，再选地理
长沙学院,2023,本科批,普通类,491/89874,415,（118）,首选物理，再选思想政治
长沙学院,2023,本科批,普通类,489/91819,415,（116）,首选物理，再选不限
长沙学院,2023,本科批,普通类,487/93746,415,（121）,首选物理，再选化学/地理(2选1)
长沙学院,2023,本科批,普通类,487/93746,415,（120）,首选物理，再选化学/生物(2选1)
长沙学院,2023,本科批,普通类,485/95706,415,（119）,首选物理，再选化学
长沙学院,2023,本科批,普通类,484/96708,415,（117）,首选物理，再选不限
长沙学院,2023,本科批,普通类,499/20681,428,（115）,首选历史，再选思想政治
长沙学院,2023,本科批,普通类,490/24112,428,（113）,首选历史，再选不限
长沙学院,2023,本科批,普通类,487/25370,428,（114）,首选历史，再选化学/地理(2选1)
长沙学院,2022,本科批,普通类,490/81696,414,（015）,首选物理，再选不限
长沙学院,2022,本科批,普通类,488/83729,414,（019）,首选物理，再选化学/地理(2选1)
长沙学院,2022,本科批,普通类,483/88778,414,（016）,首选物理，再选不限
长沙学院,2022,本科批,普通类,479/92933,414,（018）,首选物理，再选化学/生物(2选1)
长沙学院,2022,本科批,普通类,476/96094,414,（017）,首选物理，再选化学
长沙学院,2022,本科批,普通类,509/22075,451,（014）,首选历史，再选化学/地理(2选1)
长沙学院,2022,本科批,普通类,506/23571,451,（013）,首选历史，再选不限
长沙学院,2021,本科批,普通类,522/61849,434,（115）,首选物理，再选不限
长沙学院,2021,本科批,普通类,521/62738,434,（119）,首选物理，再选化学/地理(2选1)
长沙学院,2021,本科批,普通类,519/64513,434,（116）,首选物理，再选不限
长沙学院,2021,本科批,普通类,516/67243,434,（118）,首选物理，再选化学/生物(2选1)
长沙学院,2021,本科批,普通类,513/70025,434,（117）,首选物理，再选化学
长沙学院,2021,本科批,普通类,532/17606,466,（113）,首选历史，再选不限
长沙学院,2021,本科批,普通类,531/18055,466,（114）,首选历史，再选化学/地理(2选1)
长沙学院,2020,本科一批,普通类,520/63633,507,,
长沙学院,2020,本科一批,普通类,557/16676,550,,
湖南工程学院,2024,本科批,普通类,485/106809,422,（105）,首选物理，再选不限
湖南工程学院,2024,本科批,普通类,481/111886,422,（104）,首选物理，再选不限
湖南工程学院,2024,本科批,普通类,480/113209,422,（106）,首选物理，再选化学
湖南工程学院,2024,本科批,普通类,478/115818,422,（108）,首选物理，再选化学
湖南工程学院,2024,本科批,普通类,469/127785,422,（107）,首选物理，再选化学
湖南工程学院,2024,本科批,中外合作办学或国际项目,459/141320,422,（209）,首选物理，再选化学
湖南工程学院,2024,本科批,楚怡工匠计划,455/146856,-,（U10）,首选物理，再选化学
湖南工程学院,2024,本科批,普通类,489/29584,438,（103）,首选历史，再选不限
湖南工程学院,2023,本科批,普通类,472/108716,415,（110）,首选物理，再选化学/生物(2选1)
湖南工程学院,2023,本科批,普通类,472/108716,415,（106）,首选物理，再选不限
湖南工程学院,2023,本科批,普通类,454/127467,415,（109）,首选物理，再选化学
湖南工程学院,2023,本科批,中外合作办学或国际项目,438/144640,415,（207）,首选物理，再选不限
湖南工程学院,2023,本科批,普通类,470/33221,428,（105）,首选历史，再选不限
湖南工程学院,2022,本科批,普通类,471/101467,414,（009）,首选物理，再选化学/生物(2选1)
湖南工程学院,2022,本科批,普通类,467/105858,414,（006）,首选物理，再选不限
湖南工程学院,2022,本科批,普通类,451/123593,414,（008）,首选物理，再选化学
湖南工程学院,2022,本科批,中外合作办学或国际项目,451/123593,414,（007）,首选物理，再选不限
湖南工程学院,2022,本科批,普通类,490/32337,451,（005）,首选历史，再选不限
湖南工程学院,2021,本科批,普通类,505/77389,434,（107）,首选物理，再选不限
湖南工程学院,2021,本科批,普通类,504/78372,434,（110）,首选物理，再选化学/生物(2选1)
湖南工程学院,2021,本科批,普通类,475/105311,434,（109）,首选物理，再选化学
湖南工程学院,2021,本科批,中外合作办学,477/103546,434,（208）,首选物理，再选不限
湖南工程学院,2021,本科批,普通类,517/24690,466,（105）,首选历史，再选不限
湖南工程学院,2021,本科批,普通类,495/36407,466,（106）,首选历史，再选化学
湖南工程学院,2020,本科一批,普通类,511/70878,507,,
湖南工程学院,2020,本科二批,中外合作办学,475/101327,464,,
湖南工程学院,2020,本科一批,普通类,553/18479,550,,
